date,market,commodity,unit,price,currency,admin1,admin2,latitude,longitude,category,pricetype,priceflag
#date,#loc+market+name,#item+name,#item+unit,#value,#currency+code,#adm1+name,#adm2+name,#geo+lat,#geo+lon,#item+type,#item+price+type,#item+price+flag
2007-09-15,Tamale,Cassava,91 KG,14.75,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-09-15,Tamale,Maize,100 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-09-15,Tamale,Rice (imported),50 KG,44.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-09-15,Tamale,Rice (local),50 KG,20,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-09-15,Bolga,Maize,100 KG,27.25,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-09-15,Bolga,Millet,93 KG,29.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-09-15,Bolga,Rice (imported),50 KG,32.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-09-15,Bolga,Sorghum,109 KG,35,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-09-15,Bolga,Yam,250 KG,73.33,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-09-15,Wa,Maize,100 KG,19.64,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-09-15,Wa,Rice (imported),50 KG,32.5,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-09-15,Wa,Yam,250 KG,53.39,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-10-15,Kumasi,Cassava,91 KG,5.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-10-15,Kumasi,Maize,100 KG,21.7,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-10-15,Kumasi,Millet,93 KG,37,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-10-15,Kumasi,Rice (local),50 KG,37.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-10-15,Techiman,Maize,100 KG,18.85,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-10-15,Techiman,Rice (imported),50 KG,47.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-10-15,Techiman,Rice (local),50 KG,28.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-10-15,Techiman,Yam,250 KG,55,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-10-15,Accra,Cassava,91 KG,12.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-10-15,Accra,Millet,93 KG,38.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-10-15,Accra,Rice (imported),50 KG,40.1,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-10-15,Accra,Rice (local),50 KG,28.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-10-15,Accra,Yam,250 KG,51.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-10-15,Tamale,Maize,100 KG,23.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-10-15,Tamale,Millet,93 KG,27,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-10-15,Tamale,Rice (imported),50 KG,33.73,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-10-15,Tamale,Rice (local),50 KG,22.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-10-15,Tamale,Sorghum,109 KG,20.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-10-15,Bolga,Millet,93 KG,31,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-10-15,Bolga,Rice (imported),50 KG,36.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-10-15,Wa,Maize,100 KG,24.11,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-10-15,Wa,Millet,93 KG,28.61,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-10-15,Wa,Rice (imported),50 KG,38.75,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-11-15,Kumasi,Maize,100 KG,26,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-11-15,Kumasi,Millet,93 KG,50,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-11-15,Kumasi,Rice (local),50 KG,36.33,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-11-15,Kumasi,Yam,250 KG,76,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-11-15,Techiman,Cassava,91 KG,15,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-11-15,Techiman,Millet,93 KG,40,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-11-15,Techiman,Rice (imported),50 KG,48,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-11-15,Techiman,Sorghum,109 KG,37.33,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-11-15,Techiman,Yam,250 KG,68.33,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-11-15,Accra,Cassava,91 KG,14,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-11-15,Accra,Millet,93 KG,42,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-11-15,Accra,Rice (imported),50 KG,43.33,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-11-15,Accra,Rice (local),50 KG,28.33,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-11-15,Tamale,Millet,93 KG,42.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-11-15,Tamale,Rice (imported),50 KG,33,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-11-15,Tamale,Rice (local),50 KG,23.67,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-11-15,Tamale,Yam,250 KG,68.33,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-11-15,Bolga,Millet,93 KG,48.67,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-11-15,Bolga,Rice (imported),50 KG,34,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-11-15,Bolga,Rice (local),50 KG,30,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-11-15,Bolga,Yam,250 KG,73.67,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-11-15,Wa,Maize,100 KG,27.38,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-11-15,Wa,Rice (imported),50 KG,45,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-11-15,Wa,Rice (local),50 KG,32.14,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-11-15,Wa,Sorghum,109 KG,31.79,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-11-15,Wa,Yam,250 KG,63.67,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Maize,100 KG,23.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Millet,93 KG,49.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Rice (imported),50 KG,44.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Rice (local),50 KG,37.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Sorghum,109 KG,34.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Kumasi,Yam,250 KG,67.67,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2007-12-15,Techiman,Cassava,91 KG,16.25,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-12-15,Techiman,Millet,93 KG,41.75,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-12-15,Techiman,Rice (imported),50 KG,48,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Cassava,91 KG,15,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Maize,100 KG,31.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Millet,93 KG,47.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Rice (imported),50 KG,48.25,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Sorghum,109 KG,40.67,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Accra,Yam,250 KG,70.75,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2007-12-15,Tamale,Cassava,91 KG,14.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-12-15,Tamale,Maize,100 KG,25.75,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-12-15,Tamale,Rice (imported),50 KG,35.75,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-12-15,Tamale,Rice (local),50 KG,23.25,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2007-12-15,Bolga,Maize,100 KG,28.33,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-12-15,Bolga,Millet,93 KG,40,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-12-15,Bolga,Rice (imported),50 KG,36.53,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-12-15,Bolga,Sorghum,109 KG,35,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-12-15,Bolga,Yam,250 KG,90,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2007-12-15,Wa,Maize,100 KG,25,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-12-15,Wa,Millet,93 KG,40.14,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-12-15,Wa,Rice (imported),50 KG,45.83,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2007-12-15,Wa,Yam,250 KG,67.17,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Kumasi,Maize,100 KG,25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-01-15,Kumasi,Rice (imported),50 KG,45.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-01-15,Kumasi,Yam,100 Tubers,106.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-01-15,Obuasi,Cassava,91 KG,8.12,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-01-15,Obuasi,Yam,100 Tubers,76.75,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-01-15,Obuasi,Plantains (apentu),Bunch,3.37,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,vegetables and fruits,Wholesale,actual
2008-01-15,Sunyani,Maize,100 KG,19.6,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,actual
2008-01-15,Sunyani,Rice (local),50 KG,27.5,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,actual
2008-01-15,Sunyani,Yam,100 Tubers,77,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,actual
2008-01-15,Techiman,Maize,100 KG,20.83,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-01-15,Techiman,Millet,93 KG,40,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-01-15,Techiman,Sorghum,109 KG,28.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-01-15,Techiman,Plantains (apentu),Bunch,1.87,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,vegetables and fruits,Wholesale,actual
2008-01-15,Cape Coast,Maize,100 KG,42.56,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,actual
2008-01-15,Cape Coast,Rice (local),50 KG,37.5,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,actual
2008-01-15,Cape Coast,Yam,100 Tubers,107.5,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,actual
2008-01-15,Cape Coast,Plantains (apentu),Bunch,3.65,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Wholesale,actual
2008-01-15,Mankessim,Cassava,91 KG,45.7,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-01-15,Mankessim,Maize,100 KG,39.6,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-01-15,Mankessim,Rice (local),50 KG,36.5,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-01-15,Mankessim,Yam,100 Tubers,76.25,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-01-15,Mankessim,Plantains (apentu),Bunch,2.87,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Wholesale,actual
2008-01-15,Koforidua,Cassava,91 KG,17.5,GHS,EASTERN,NEW JUABEN MUNICIPAL,6.08,-0.25,cereals and tubers,Wholesale,actual
2008-01-15,Koforidua,Maize,100 KG,29.5,GHS,EASTERN,NEW JUABEN MUNICIPAL,6.08,-0.25,cereals and tubers,Wholesale,actual
2008-01-15,Koforidua,Yam,100 Tubers,84,GHS,EASTERN,NEW JUABEN MUNICIPAL,6.08,-0.25,cereals and tubers,Wholesale,actual
2008-01-15,Accra,Maize,100 KG,30.75,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-01-15,Accra,Millet,93 KG,48.25,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-01-15,Accra,Rice (imported),50 KG,44.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-01-15,Accra,Yam,100 Tubers,70,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-01-15,Tema,Maize,100 KG,38.88,GHS,GREATER ACCRA,TEMA METROPOLIS,5.62,-0.02,cereals and tubers,Wholesale,actual
2008-01-15,Tema,Yam,100 Tubers,69,GHS,GREATER ACCRA,TEMA METROPOLIS,5.62,-0.02,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Cassava,91 KG,16,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Maize,100 KG,28,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Rice (imported),50 KG,48.5,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Rice (local),50 KG,20.25,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Sorghum,109 KG,30,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Tamale,Yam,100 Tubers,94.25,GHS,NORTHERN,TAMALE NORTH SUB METRO,9.4,-0.83,cereals and tubers,Wholesale,actual
2008-01-15,Bolga,Millet,93 KG,39,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2008-01-15,Bolga,Rice (imported),50 KG,44.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2008-01-15,Bolga,Rice (local),50 KG,35.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2008-01-15,Bolga,Sorghum,109 KG,42.5,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2008-01-15,Bolga,Yam,100 Tubers,125,GHS,UPPER EAST,BOLGATANGA MUNICIPAL,10.79,-0.85,cereals and tubers,Wholesale,actual
2008-01-15,Wa,Maize,100 KG,27.68,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Wa,Millet,93 KG,35.77,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Wa,Rice (imported),50 KG,47.5,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Wa,Rice (local),50 KG,32.14,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Wa,Yam,100 Tubers,82,GHS,UPPER WEST,WA MUNICIPAL,10.05,-2.48,cereals and tubers,Wholesale,actual
2008-01-15,Ho,Maize,100 KG,28,GHS,VOLTA,HO MUNICIPAL,6.6,0.47,cereals and tubers,Wholesale,actual
2008-01-15,Ho,Rice (local),50 KG,36.67,GHS,VOLTA,HO MUNICIPAL,6.6,0.47,cereals and tubers,Wholesale,actual
2008-01-15,Ho,Yam,100 Tubers,74.5,GHS,VOLTA,HO MUNICIPAL,6.6,0.47,cereals and tubers,Wholesale,actual
2008-01-15,Ho,Plantains (apentu),Bunch,3.33,GHS,VOLTA,HO MUNICIPAL,6.6,0.47,vegetables and fruits,Wholesale,actual
2008-01-15,Sekondi/Takoradi,Cassava,91 KG,17.25,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,actual
2008-01-15,Sekondi/Takoradi,Maize,100 KG,39,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,actual
2008-01-15,Sekondi/Takoradi,Rice (local),50 KG,38.13,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,actual
2008-01-15,Sekondi/Takoradi,Yam,100 Tubers,133.75,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,cereals and tubers,Wholesale,actual
2008-01-15,Sekondi/Takoradi,Plantains (apentu),Bunch,4.45,GHS,WESTERN,SEKONDI TAKORADI,4.93,-1.7,vegetables and fruits,Wholesale,actual
2008-02-15,Kumasi,Cassava,91 KG,7.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Maize,100 KG,27.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Millet,93 KG,52.75,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Rice (imported),50 KG,45.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Rice (local),50 KG,38.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Sorghum,109 KG,42.5,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Yam,100 Tubers,77.25,GHS,ASHANTI,KMA,6.68,-1.62,cereals and tubers,Wholesale,actual
2008-02-15,Kumasi,Plantains (apentu),Bunch,1.77,GHS,ASHANTI,KMA,6.68,-1.62,vegetables and fruits,Wholesale,actual
2008-02-15,Obuasi,Cassava,91 KG,7.75,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-02-15,Obuasi,Maize,100 KG,36,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-02-15,Obuasi,Rice (local),50 KG,35,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-02-15,Obuasi,Yam,100 Tubers,92.5,GHS,ASHANTI,OBUASI MUNICIPAL,6.2,-1.67,cereals and tubers,Wholesale,actual
2008-02-15,Sunyani,Maize,100 KG,22.8,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,actual
2008-02-15,Sunyani,Yam,100 Tubers,77,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,cereals and tubers,Wholesale,actual
2008-02-15,Sunyani,Plantains (apentu),Bunch,1.42,GHS,BRONG AHAFO,SUNYANI MUNICIPAL,7.33,-2.33,vegetables and fruits,Wholesale,actual
2008-02-15,Techiman,Cassava,91 KG,15,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Techiman,Maize,100 KG,23.27,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Techiman,Rice (imported),50 KG,48,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Techiman,Rice (local),50 KG,30,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Techiman,Sorghum,109 KG,32,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Techiman,Yam,100 Tubers,82.5,GHS,BRONG AHAFO,TECHIMAN MUNICIPAL,7.58,-1.93,cereals and tubers,Wholesale,actual
2008-02-15,Cape Coast,Cassava,91 KG,16.58,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,actual
2008-02-15,Cape Coast,Maize,100 KG,40.24,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,cereals and tubers,Wholesale,actual
2008-02-15,Cape Coast,Plantains (apentu),Bunch,3.65,GHS,CENTRAL,CAPE COAST METRO,5.11,-1.24,vegetables and fruits,Wholesale,actual
2008-02-15,Mankessim,Cassava,91 KG,13,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-02-15,Mankessim,Yam,100 Tubers,118.75,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,cereals and tubers,Wholesale,actual
2008-02-15,Mankessim,Plantains (apentu),Bunch,2.75,GHS,CENTRAL,MFANTSIMAN,5.27,-1.02,vegetables and fruits,Wholesale,actual
2008-02-15,Koforidua,Cassava,91 KG,18.25,GHS,EASTERN,NEW JUABEN MUNICIPAL,6.08,-0.25,cereals and tubers,Wholesale,actual
2008-02-15,Koforidua,Yam,100 Tubers,97.5,GHS,EASTERN,NEW JUABEN MUNICIPAL,6.08,-0.25,cereals and tubers,Wholesale,actual
2008-02-15,Accra,Maize,100 KG,34.25,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-02-15,Accra,Millet,93 KG,50.75,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-02-15,Accra,Sorghum,109 KG,46.5,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,cereals and tubers,Wholesale,actual
2008-02-15,Accra,Plantains (apentu),Bunch,3.7,GHS,GREATER ACCRA,ACCRA METROPOLIS,5.55,-0.22,vegetables and fruits,Wholesale,actual
2008-02-15,Tema,Cassava,91 KG,14.25,GHS,GREATER ACCRA,TEMA METROPOLIS,5.62,-0.02,cereals and tubers,Wholesale,actual
2008-02-15,Tema,Maize,100 KG,37.75,GHS,GREATER ACCRA,TEMA METROPOLIS,5.62,-0.02,cereals and tubers,Wholesale,actual
